Gene name	Human gene name
kcnk18	KCNK18
selenow2b	
pih1d2	PIH1D2
st14b	TMPRSS11D
st14b	TMPRSS11E
st14b	PRSS41
st14b	TMPRSS11B
st14b	PRSS22
st14b	TMPRSS11F
st14b	TMPRSS11A
ppm1db	PPM1D
nsfa	NSF
plekha1a	PLEKHA1
cds2	CDS2
tdp2b	TDP2
neurl1ab	
cndp2	CNDP2
armc1l	
tob1a	TOB1
trim109	
si:ch211-22k7.9	
cftr	CFTR
zar1	ZAR1
srsf1a	SRSF1
srsf1a	AC015813.2
hibch	HIBCH
gmnn	GMNN
prox2	PROX2
mtfr2	
si:dkey-266f7.4	
tomm40l	AC011481.1
si:dkey-276j7.1	C7orf57
casp6	CASP6
si:dkey-13a21.4	
bcl11aa	BCL11A
igf2a	IGF2
dbh	DBH
pofut2	POFUT2
cacna1sb	CACNA1S
acot13	ACOT13
def6a	DEF6
zgc:153240	C17orf75
tmem64	TMEM64
gpr146	
crygm7	CRYGD
crygm7	CRYGB
crygm7	CRYGC
crygm7	CRYGA
hhat	HHAT
grtp1b	GRTP1
gper1	GPER1
zgc:111986	C6orf62
ccdc82	CCDC82
suv39h1b	SUV39H1
tut1	TUT1
tut1	AP002990.1
setdb1b	SETDB1
si:ch211-203b8.6	
h3f3a	H3F3B
h3f3a	H3F3C
acss1	ACSS1
pah	PAH
tmem9	TMEM9
pomp	POMP
tdo2a	TDO2
tmem9	TMEM9
nr5a1a	
slc10a4	SLC10A4
uevld	UEVLD
lyrm5a	ETFRF1
slc10a4	SLC10A4
sardh	SARDH
plpp2b	PLPP2
stau1	STAU1
hdac1	HDAC1
vapb	VAPB
gtf2a2	GTF2A2
asap2a	ASAP2
pdcd2l	AC092073.1
pdcd2l	PDCD2L
asap2b	
pak6b	BUB1B-PAK6
pak6b	PAK6
ncaph	NCAPH
ptrhd1	PTRHD1
or132-1	
or132-2	
zgc:173607	
NAT16 (1 of many)	NAT16
banp	BANP
ankib1a	
myh6	
fgf23	FGF23
ppm1bb	
slain2	SLAIN2
gtf2h2	GTF2H2
gtf2h2	GTF2H2C
calub	
tas2r200.1	TAS2R5
tas2r200.1	TAS2R60
tas2r200.1	TAS2R41
tas2r200.1	TAS2R40
tas2r200.1	TAS2R1
tas2r200.1	TAS2R39
tas2r200.1	TAS2R4
tas2r200.1	TAS2R16
tas2r200.1	TAS2R38
tas2r200.2	TAS2R5
tas2r200.2	TAS2R60
tas2r200.2	TAS2R41
tas2r200.2	TAS2R40
tas2r200.2	TAS2R1
tas2r200.2	TAS2R39
tas2r200.2	TAS2R4
tas2r200.2	TAS2R16
tas2r200.2	TAS2R38
gucd1	GUCD1
slc25a27	SLC25A27
as3mt	AS3MT
slc25a29	SLC25A29
prss59.2	
med14	MED14
abracl	ABRACL
snrpd3	SNRPD3
slc25a47a	SLC25A47
armh3	ARMH3
rras2	RRAS2
nr1d2b	NR1D2
or132-4	
p2rx7	P2RX7
crygm6	CRYGD
crygm6	CRYGB
crygm6	CRYGC
crygm6	CRYGA
mfsd12a	MFSD12
wdr5	WDR5B
wdr5	WDR5
or132-3	
zgc:153738	IQCA1L
shisa9b	SHISA8
casp6l2	CASP6
dio3b	
eva1a	EVA1A
upb1	UPB1
rps15a	RPS15A
wwp2	
dlst	DLST
ewsr1b	EWSR1
slc18a2	SLC18A2
brd3a	
si:dkey-265e15.2	
slc43a3b	SLC43A3
zgc:193541	
ebp	EBP
ebp	AF196969.1
p2rx4b	P2RX4
syt4	SYT4
rad51ap1	RAD51AP1
six3b	SIX3
slc25a14	
ppifb	PPIF
yipf6	YIPF6
si:dkey-57a22.15	
ccdc9	CCDC9
ostn	OSTN
mrpl34	MRPL34
wdr43	WDR43
mrpl34	MRPL34
SAMD8	SAMD8
cfhl3	F13B
adamts10	ADAMTS10
cdk2	CDK2
pcsk1	PCSK1
map2k5	MAP2K5
mc5ra	MC5R
cad	CAD
tppp2	TPPP2
ckmt2b	CKMT2
tshz1	TSHZ1
cox18	COX18
rbmx2	RBMX2
spag9a	SPAG9
six2b	
cd83	
tnni2a.1	TNNI2
ppme1	PPME1
cthrc1a	CTHRC1
aldoca	ALDOC
rtn4rl2b	RTN4RL2
ppp2r5cb	PPP2R5C
vrk2	VRK2
selenow2a	MIEN1
tnni2a.2	TNNI2
crygm1	CRYGD
crygm1	CRYGB
crygm1	CRYGC
crygm1	CRYGA
si:ch73-173h19.3	EFEMP1
zbtb37	ZBTB37
plppr3a	PLPPR3
polr2eb	POLR2E
pnisr	PNISR
zswim8	ZSWIM8
ranbp9	RANBP9
si:ch211-195h23.3	
zgc:162239	
fancl	FANCL
fabp2	FABP2
atg101	ATG101
utp15	UTP15
snrnp25	SNRNP25
coq3	COQ3
ascl1a	ASCL2
ascl1a	ASCL3
ascl1a	ASCL1
heca	HECA
tnni2a.3	TNNI2
si:dkey-157g16.6	FIGNL2
polr3k	POLR3K
rad51c	RAD51C
siah2l	SIAH2
gpx4a	GPX5
gpx4a	GPX5
ercc6l	ERCC6L
ndc80	NDC80
zgc:123010	
cdip1	CDIP1
apoa4a	
rpl19	RPL19
hk1	HK1
opn1sw2	
pygl	PYGL
palm1b	PALM
polr2b	POLR2B
ccnl1a	CCNL1
s1pr1	S1PR1
noa1	NOA1
rarab	RORC
rarab	NR1I3
hsp90aa1.2	HSP90AA1
igfbp7	IGFBP7
march6	MARCH6
zgc:153846	CRYGD
zgc:153846	CRYGB
zgc:153846	CRYGC
zgc:153846	CRYGA
sc:d0202	ICAM3
ctss2.2	CTSS
hcfc1a	HCFC2
hcfc1a	KLHDC9
lmo1	LMO1
znf1147	
si:ch211-66e2.3	ICAM3
spty2d1	SPTY2D1
ifitm1	
onecutl	
lmo1	LMO1
jazf1a	JAZF1
xylt1	XYLT1
fat3a	FAT3
foxb1b	
cntn2	
sms	SMS
chrnb3a	CHRNB3
btr16	
eif4g1a	EIF4G1
smad3a	
ppm1da	PPM1D
nr6a1a	NR6A1
fezf1	FEZF1
agla	AGL
zgc:194839	
racgap1	RACGAP1
npepl1	NPEPL1
mrpl17	MRPL17
si:dkey-56i24.1	
tle2a	
grb10a	GRB10
anxa11b	ANXA11
pdhx	PDHX
bin2a	BIN2
znf516	ZNF219
slc25a32a	AC012213.5
slc25a32a	SLC25A32
ap1s1	AP1S1
zic2b	
hsp90aa1.1	HSP90AA1
rspo2	RSPO2
ap1s1	AP1S1
ap1s1	AP1S1
lin7c	
angptl3	ANGPTL3
elnb	
gatad1	GATAD1
anapc4	ANAPC4
ctsba	CTSB
ppp1r13bb	PPP1R13B
usp1	USP1
taf9	TAF9
erc1a	ERC1
ncapg	NCAPG
sp8b	SP8
hspb9	HSPB9
rtn1a	
prrx1a	PRRX1
gria1a	GRIA1
foxp2	FOXP2
psmd11a	PSMD11
rtn1a	
dph5	DPH5
rtn1a	
mtnr1ba	
mest	MEST
yipf5	YIPF5
sorbs3	SORBS3
tnni2a.4	TNNI2
mest	MEST
si:ch211-262n1.4	MDFIC
pyya	PYY
srfa	SRF
pyya	PYY
tdrd9	TDRD9
recql	RECQL
tax1bp1a	TAX1BP1
psmd4a	PSMD4
ctsz	CTSZ
ell2	ELL2
apoea	APOE
hibadha	
crygm2c	CRYGD
crygm2c	CRYGB
crygm2c	CRYGC
crygm2c	CRYGA
kirrel1b	KIRREL1
mstnb	
exosc8	EXOSC8
stard8	STARD8
nkd3	
spns3	SPNS3
htra1a	HTRA1
ormdl1	ORMDL1
nadka	NADK
cdk5r1a	CDK5R1
slc30a7	SLC30A7
mpp2a	MPP2
pms1	PMS1
kctd16b	KCTD16
si:dkey-241l7.4	REG1A
si:dkey-241l7.4	REG3G
si:dkey-241l7.4	REG3A
si:dkey-241l7.4	REG1B
kifap3b	KIFAP3
smco4	
lctla	LCTL
pdia5	PDIA5
zap70	ZAP70
smad6a	SMAD6
rnf130	RNF130
crybgx	CRYGD
crybgx	CRYGB
crybgx	CRYGC
crybgx	CRYGA
kdelr2a	KDELR2
smad2	SMAD2
smad2	SMAD2
ptgis	PTGIS
si:dkey-241l7.2	REG1A
si:dkey-241l7.2	REG3G
si:dkey-241l7.2	REG3A
si:dkey-241l7.2	REG1B
glrx	GLRX
usp16	USP16
crygmxl1	
cited2	CITED2
pdha1a	PDHA1
pdha1a	PDHA2
spop	SPOP
eif3i	EIF3I
rab24	RAB24
raver1	AC011511.4
raver1	RAVER1
map7d2a	MAP7D2
atp2b3b	ATP1A4
raver1	AC011511.4
raver1	RAVER1
lrrc40	LRRC40
aass	AASS
si:dkey-191c17.2	THTPA
homezb	HOMEZ
si:dkey-251i10.1	
ralgps1	RALGPS1
eya1	EYA1
angptl2b	ANGPTL2
rps6ka3a	RPS6KA3
itfg2	ITFG2
oxtrl	OXTR
or131-1	
eif1axa	EIF1AY
eif1axa	EIF1AX
vcam1b	VCAM1
nemp1	NEMP1
gid8a	GID8
abi3a	
mki67	
eif2a	EIF2A
heatr6	HEATR6
chrna6	CHRNA6
ehmt1b	EHMT1
cx34.4	GJB4
cx34.4	GJB5
or131-2	
nelfcd	NELFCD
cdc14ab	CDC14A
opn1lw1	OPN1MW2
opn1lw1	OPN1LW
opn1lw1	OPN1MW
opn1lw1	OPN1MW3
serpine1	SERPINE1
prkcsh	PRKCSH
cx35.4	GJB3
rps2	RPS2
nrip2	NRIP2
crygm2b	CRYGD
crygm2b	CRYGB
crygm2b	CRYGC
crygm2b	CRYGA
ccdc103	CCDC103
cideb	CIDEB
elavl3	ELAVL3
smarce1	SMARCE1
rhbdd3	RHBDD3
mgat2	MGAT2
rps29	
gpd2	GPD2
wnt8a	WNT8A
actr10	ACTR10
cx23	GJE1
mob3a	MOB3A
hnf1bb	HNF1B
ehhadh	EHHADH
tmem60	
fzd7a	FZD7
cyp39a1	CYP39A1
zp2.2	C16orf96
klhl42	KLHL42
rpl23	RPL23
rcan2	RCAN2
rcan2	RCAN2
hkdc1	HKDC1
zp2.3	C16orf96
tarbp2	TARBP2
ndufb10	NDUFB10
mrpl12	MRPL12
ift172	IFT172
traf4b	
opn1lw2	OPN1MW2
opn1lw2	OPN1LW
opn1lw2	OPN1MW
opn1lw2	OPN1MW3
zp2.6	C16orf96
msra	
sec22a	SEC22A
rtca	RTCA
igf2bp2a	IGF2BP2
bmpr2b	BMPR2
immp2l	IMMP2L
adgrg6	ADGRG6
vta1	VTA1
ncam1b	NCAM1
hgs	HGS
zgc:103625	
glb1l	GLB1L
nphs1	NPHS1
zp2.1	C16orf96
dhrs4	CBR3
dhrs4	DHRS4
dhrs4	DHRS4L2
dhrs4	DHRS2
cdk5r2b	CDK5R2
nsg2	NSG2
gtpbp1	GTPBP1
zp2.5	C16orf96
gnptab	GNPTAB
cldnk	
nrp2b	NRP2
zgc:66479	
washc3	WASHC3
btr02	
tra2b	TRA2B
dram1	DRAM1
sgsm3	SGSM3
cxcr4b	CXCR4
zgc:162707	C3orf70
cwf19l1	CWF19L1
rsad1	RSAD1
glulc	
umps	UMPS
mknk2b	MKNK2
fev	FEV
fev	FEV
sumo3b	SUMO3
zgc:114118	
adcy5	ADCY5
rexo1	AEN
cryba2b	CRYBA2
aldh3a2b	ALDH3A1
aldh3a2b	ALDH1B1
aldh3a2b	ALDH3B1
cbr4	CBR4
znf804a	ZNF804A
tmem41aa	
arl16	
ptprdb	
prkcbb	PRKCB
kirrel3l	KIRREL2
ppp2r2bb	
znf410	ZNF410
ptprdb	
si:ch211-202p1.5	
gnl3l	GNL3L
tubb1	TUBB1
gas7a	GAS7
atp5f1e	
itgav	ITGAV
rcvrna	GUCA1C
rcvrna	HPCAL4
ahcy	AHCY
chmp4ba	CHMP4B
nup35	NUP35
cct6a	CCT6B
zc3h15	ZC3H15
hivep2a	HIVEP2
rnf14	RNF14
prkag3b	PRKAG3
pmp22a	PMP22
cdc42ep4a	CDC42EP4
rbbp6	
rbbp6	
vtnb	VTN
pak7	PAK5
fam117bb	
asip1	ASIP
si:ch211-161m3.6	
eif2s2	EIF2S2
abi2a	ABI2
slc13a2	SLC13A2
ttyh2l	TTYH2
zgc:175107	
ndufab1b	NDUFAB1
ndufab1b	NDUFAB1
asic4a	ASIC4
endou2	
si:dkey-69o16.5	
baiap2a	BAIAP2
rpusd1	RPUSD1
zgc:165582	FUT9
pttg1ipb	
spsb4b	
tmem237a	TMEM237
wnt10a	WNT10A
raly	RALY
adat2	ADAT2
ptger1c	
reps1	REPS1
muc13b	
slc27a1a	SLC27A1
gabrg2	GABRG2
dctn5	DCTN5
unc119b	UNC119
zgc:113210	
gng13b	GNG13
gabra1	GABRA1
plekha7a	PLEKHA7
pgls	AC010618.1
psen2	PSEN2
hbegfa	HBEGF
cryba1b	CRYGD
cryba1b	CRYGB
cryba1b	CRYGC
cryba1b	CRYGA
traf7	TRAF7
csrnp1b	CSRNP1
atp13a1	ATP13A1
zgc:56106	C11orf58
ftr72	
pbx4	TGIF2LX
pbx4	TGIF2LY
lpar2a	LPAR2
tia1	TIA1
cyc1	CYC1
brd4	
pet100	PET100
clu	CLU
cpdb	CPD
pxylp1	PXYLP1
stxbp2	STXBP2
cd81b	CD81
xab2	XAB2
srd5a2a	SRD5A2
dpysl3	DPYSL3
wu:fc30c06	
gtf2f1	GTF2F1
nr5a5	
alkbh7	ALKBH7
nr5a5	
pex3	
trpt1	TRPT1
notch3	NOTCH3
crlf3	CRLF3
ctsf	CTSV
ctsf	CTSL
ctsf	CTSF
psenen	AD000671.1
psenen	PSENEN
rdh8a	
slc22a13b	SLC22A13
zgc:171727	ZNF668
zgc:171727	ZNF579
zgc:171727	ZNF358
zgc:171727	ZNF668
zgc:171727	ZNF579
zgc:171727	ZNF358
col5a3a	
ccl38.1	CCL8
ccl38.1	XCL1
ccl38.1	CCL2
ccl38.1	CCL7
ccl38.1	CCL24
ccl38.1	CCL1
ccl38.1	CCL13
ccl38.1	CCL26
ccl38.1	CCL11
ccl38.1	XCL2
hspb6	HSPB6
proser3	PROSER3
olfm2a	OLFM2
romo1	ROMO1
angptl6	ANGPTL6
sec31a	SEC31A
ergic3	ERGIC3
lin37	LIN37
ergic3	ERGIC3
si:ch73-208g10.1	ICAM3
ppan	PPAN
ppan	PPAN-P2RY11
tmem232	TMEM232
ccdc25	CCDC25
p2ry11	P2RY11
eif3g	EIF3G
znf1015	ZNF668
znf1015	ZNF579
znf1015	ZNF358
tp53i11b	TP53I11
zgc:174180	
suz12a	SUZ12
atf3	ATF3
dnmt1	DNMT1
jag1a	NOTCH4
jag1a	JAG2
rab11fip4a	RAB11FIP4
mych	
rps27a	
aanat2	AANAT
cd82b	CD82
batf3	BATF3
si:ch211-165i18.2	ENDOD1
rhbdf1a	RHBDF1
nsl1	NSL1
ppp1r3cb	PPP1R3C
mpg	MPG
tatdn3	
esco2	ESCO2
nprl3	NPRL3
hbba2	HBE1
farsb	FARSB
oxsr1b	
hbba1	HBE1
si:ch73-266f23.3	
hbaa1	HBZ
hbaa1	HBQ1
hbaa1	HBM
hbaa1	HBG1
hbaa1	HBG2
hbaa1	AC104389.5
hbaa1	HBD
hbaa1	HBB
coil	COIL
man2a1	MAN2A1
hbba1	HBE1
mtss1	
si:ch211-5k11.8	HBZ
si:ch211-5k11.8	HBQ1
si:ch211-5k11.8	HBM
si:ch211-5k11.8	HBG1
si:ch211-5k11.8	HBG2
si:ch211-5k11.8	AC104389.5
si:ch211-5k11.8	HBD
si:ch211-5k11.8	HBB
hbbe1.1	HBE1
hbae1.1	HBZ
hbae1.1	HBQ1
hbae1.1	HBM
hbae1.1	HBG1
hbae1.1	HBG2
hbae1.1	AC104389.5
hbae1.1	HBD
hbae1.1	HBB
znf989	
hbbe1.2	HBE1
AL935210.1	HBE1
engase	ENGASE
hbae3	HBZ
hbae3	HBQ1
hbae3	HBM
hbae3	HBG1
hbae3	HBG2
hbae3	AC104389.5
hbae3	HBD
hbae3	HBB
scpep1	SCPEP1
kank2	KANK2
p4ha2	P4HA2
zgc:173624	
pbk	PBK
osgn1	
si:dkey-114l24.2	
si:dkey-114l24.2	
zgc:171551	
mafga	MAFG
hspa4a	HSPA4
zcchc10	ZCCHC10
tex2	TEX2
pigu	PIGU
si:ch211-234h8.7	SLC16A3
axin2	AXIN2
si:dkey-217m5.8	
padi2	PADI2
pafah1b1b	PAFAH1B1
rac1b	
mntb	
csnk1da	CSNK1D
sept4a	SEPT4
stk19	STK19
pimr136	
zgc:112148	TVP23B
zgc:112148	TVP23C-CDRT4
zgc:112148	TVP23C
socs3a	SOCS3
cyth1a	CYTH1
usp36	USP36
timp2b	TIMP2
lgals3bpa	
zgc:112492	
dynll2b	DYNLL2
lgals3bpb	
cant1a	CANT1
flvcr1	FLVCR1
sept8a	SEPT8
syngr2a	
pimr128	
cenpx	
pycr1a	AL117348.2
pycr1a	PYCR1
pycr1a	PYCR2
dus1l	DUS1L
snu13a	SNU13
vash2	VASH2
pex7	PEX7
uqcrc2a	
frmd7	FRMD7
hey2	HEY2
ctrl	CTRL
rab21	RAB21
zgc:171489	
phc2b	PHC3
hsc70	
hddc2	HDDC2
dhrs7ca	DHRS7C
angel2	ANGEL2
stk26	STK26
wnt2ba	
znf1117	
si:dkey-204f11.3	
si:ch73-281f12.4	
plrdgb	
luc7l3	LUC7L3
luc7l3	LUC7L3
tmem185	TMEM185A
st7l	ST7L
rbl1	RBL1
slc47a2.1	SLC47A1
slc47a2.1	SLC47A2
atg4a	ATG4A
si:ch211-110e21.3	
si:ch211-110e21.3	
slc47a1	SLC47A1
slc47a1	SLC47A2
gps1	GPS1
slc8a2b	SLC8A2
tpd52l1	TPD52L1
helz	HELZ
cacng4b	CACNG4
nup50	NUP50
zgc:172139	KIAA0930
aimp2	AIMP2
pvalb8	OCM
pvalb8	OCM2
kcne4	KCNE4
pvalb4	OCM
pvalb4	OCM2
acsl3a	
pvalb1	OCM
pvalb1	OCM2
aldh3b1	ALDH3B2
pvalb5	OCM
pvalb5	OCM2
rnf217	RNF217
lmtk2	LMTK2
galnt14	GALNT14
capza1a	CAPZA3
bri3	BRI3
nkain2	NKAIN2
zgc:113295	
ehd3	EHD3
nptx2a	NPTX2
rac3a	RAC3
wdfy1	AC093884.1
wdfy1	WDFY1
iqck	
clpp	CLPP
serpine2	SERPINE2
gprc5ba	GPRC5B
med31	MED31
proza	PROZ
sox8b	SOX8
sox9b	
ccl38a.5	CCL8
ccl38a.5	XCL1
ccl38a.5	CCL2
ccl38a.5	CCL7
ccl38a.5	CCL24
ccl38a.5	CCL1
ccl38a.5	CCL13
ccl38a.5	CCL26
ccl38a.5	CCL11
ccl38a.5	XCL2
prss16	
ccl38a.4	CCL8
ccl38a.4	XCL1
ccl38a.4	CCL2
ccl38a.4	CCL7
ccl38a.4	CCL24
ccl38a.4	CCL1
ccl38a.4	CCL13
ccl38a.4	CCL26
ccl38a.4	CCL11
ccl38a.4	XCL2
prkar1aa	PRKAR1A
naalad2	FOLH1
naalad2	NAALAD2
ripor3	RIPOR3
clvs2	CLVS2
si:dkey-71l4.4	
smpdl3a	SMPDL3A
wipi1	WIPI1
zgc:86896	
dkc1	DKC1
chordc1a	CHORDC1
blcap	BLCAP
fabp7b	FABP7
pkib	PKIB
psmf1	PSMF1
pdlim4	PDLIM4
serinc1	SERINC1
aasdhppt	AASDHPPT
rspo4	RSPO4
gria4a	
cldn15lb	CLDN15
hsf2	HSF2
sra1	SRA1
gna13b	GNA13
camk2a	CAMK2A
atg16l1	ATG16L1
ywhaba	YWHAB
zgc:136410	
cx43	GJA1
rgs9a	RGS9
fundc2	FUNDC2
cmc4	
cx32.2	
tomm34	
cx34.5	
tbc1d32	TBC1D32
cx32.3	
cx28.9	
hsdl1	HSDL1
sagb	SAG
cox6c	
zdhhc2	
prox3	
arfip2b	
stx5a	
tmppe	
ablim1b	
pth2r	
tm9sf2	
mbl2	
poln	
exosc6	
gpc1a	
aktip	
aktip	
dnaja3a	
cfap52	
cftr	
nxt2	
mpped2	
bbip1	
wdr44	
fstb	
fstb	
etv4	
zgc:136870	
fibcd1	
gria1b	
cxcl12b	
cxcl12b	
prepl	
ablim3	
rgs5a	
scin	
zgc:153219	
faah2b	
smtnl	
cul5a	
adsl	
pskh1	
pou3f1	
antxr2b	
bmpr1aa	
skap1	
frem3	
ppm1f	
gstt1a	
htra1a	
mrps28	
sfpq	
polr2m	
rspo1	
pdlim3b	
scfd2	
rps6kb1b	
tlr2	
btr09	
pmp22a	
sema6a	SEMA6A
abcc4	
prpf18	
cox7a2l	
ehmt1b	
cutc	
mlf2	
ripor2	
hmmr	
hnrnpd	
tas2r200.1	
slc1a7b	
cmss1	
mtif2	
cfap300	
psme3	
krt18b	
foxi3b	
elovl6	
pdgfrl	
gnaia	
spon1b	
pla1a	
wu:fa56d06	
wwc3	
ppm1db	
zgc:111986	
atl2	
pfdn5	
ablim3	
nfybb	
pnisr	
prkcba	
gnrh3	
irak1bp1	
tmem106a	
rundc3ab	
ppm1db	
cul1a	
si:ch211-198n5.11	
acad8	
ccl20a.3	
atp6v1b2	
ccl39.3	
necab1	
basp1	
wnt4b	
nupr1b	
acp5b	
gsc	
zgc:171551	
pkdcca	
vsx1	
efnb1	
alas2	
tmem186	
foxa	
gnl3l	
ncor1	
arr3a	
acaca	
sssca1	
tbx21	
gemin8	
si:dkey-30c15.13	
mep1b	
kctd12.1	
fbxw11b	
exosc10	
csnk1g2b	
gsc	
ndufaf2	
csnk1g2b	
dmrt2b	
ptgdsa	
v2rx1	
acsl1a	
dnajc5gb	
rimkla	
kctd12b	
tnni1d	
ghra	
znf131	
zeb2a	
zeb2a	
tspan14	
srsf7a	
pars2	
trappc2l	
dbt	
zgc:194655	
orai1b	
rpl30	
hao2	
rragca	
cbsa	
rrp36	
taar10c	
fam167aa	
anpepa	
cacna1fb	
nutf2	
zgc:172121	
zgc:172121	
mat2al	
cntnap2b	
uchl5	
hoxb5b	
tardbp	
slc10a2	
mrps36	
sult1st5	
flj11011l	
wdr78	
plekhm1	
plekhm1	
fan1	
zgc:194246	
scmh1	
sec31a	
amer1	
eda	
sulf2a	
rae1	
cyp2x9	CYP2A13
cyp2x9	CYP2A7
cyp2x9	CYP2A6
cyp2x9	CYP2C8
cyp2x9	CYP2J2
cyp2x9	CYP2E1
cyp2x9	CYP2C18
cyp2x9	AL583836.1
cyp2x9	CYP2S1
cyp2x9	CYP2C19
cyp2x9	CYP2C9
SLC16A7	SLC16A7
timm50	
si:ch211-220f12.1	
lzts2a	
sat2a	
ankrd31	
morn3	
mrpl18	
adra1bb	
pimr110	
klhl5	
tmem30c	
arhgef7a	
scel	
kat14	
shdb	
klhdc4	
alx1	
timm17a	
eif3eb	
gfra4a	
eya1	
bhlhe41	
wnt11	
plin2	
usp54a	
gsr	
draxin	
cdh4	
cdh4	
usp54a	
asb12b	
yars	
lck	
lck	
si:dkey-91f15.1	
arhgef39	
arhgef39	
zgc:165604	
tnfaip1	
rchy1	
fbxo44	
ccdc151	
il4	
ldb2b	
ftr83	
si:dkey-33c12.4	
cnksr1	
ftr83	
ftr83	
gtf2h5	
gtf2h5	
gtf2h5	
zbtb37	
fus	
kif14	
sort1a	
si:ch211-238n5.4	
nt5c1aa	
slc16a6a	SLC16A6
ms4a17a.17	MS4A3
ms4a17a.17	MS4A7
ms4a17a.17	MS4A13
ms4a17a.17	MS4A5
ms4a17a.17	MS4A2
ms4a17a.17	MS4A18
ms4a17a.17	MS4A15
ms4a17a.17	MS4A1
ms4a17a.17	MS4A14
ms4a17a.17	MS4A10
ms4a17a.17	MS4A6E
ms4a17a.17	MS4A6A
ddb2	
bgnb	
agpat9l	
phc2a	
nlgn2b	
tmco1	
phc2a	
scel	
tmx2a	
psmc4	
stat6	
ankrd16	
chchd4a	
tspan2a	
fkbp6	
sp2	
acss1	
sec13	
cplx3a	
ndufa1	
ndufa1	
mrgbp	
ifrd2	
si:ch211-216l23.1	
AL929045.1	
urahb	
efr3a	
cdh2	
metrn	
pbldp	
zgc:158432	
mboat1	MBOAT1
tram1	
pou3f3b	POU5F2
neurod4	
pou3f3b	POU5F2
sept6	
actn2b	
si:cabz01069013.3	ZNF668
si:cabz01069013.3	ZNF579
si:cabz01069013.3	ZNF358
uevld	
pudp	
aco1	ACO1
hbbe2	
dnajb6b	
smpd2a	SMPD2
lmo4a	
zgc:66440	
sybl1	
BX248397.1	
nxn	
tapt1b	
atp1a1b	
smg1	
zgc:174719	
plk1	
gtf2e2	
smyhc1	
gga1	GGA1
snrnp48	
tpk1	
nit1	
polr1e	
zgc:112052	
ctbp1	
rasgrf2b	
twf1a	TWF1
gngt2a	
gngt2a	
lrsam1	
nop14	NOP14
gga1	
ctdnep1a	
lrp6	LRP6
col11a1a	
hmgn6	
eef1akmt1	
adh8a	
cfhl4	
camsap2a	
h2afx1	
LRP4	LRP4
ift88	
tipin	
arl6ip4	
hmgb2b	
tac3a	
snrnp200	
rnpep	
zgc:172270	
coro1a	
gpsm2	
msnb	
dnajb5	
slc25a4	
rab3ip	AC025263.2
rab3ip	RAB3IP
myclb	
tmx3b	TMX3
ccdc6b	CCDC6
zgc:194246	
kmt5ab	
cebpd	CEBPD
nanos1	NANOS1
clta	
dusp5	
cacnb3a	
btbd6b	
aldoca	
zgc:77739	
grm6b	
trpm1a	
dazap1	
zgc:162297	
bcl6aa	
eef2a.1	
desi1b	
grm2b	
tfg	
tfg	
znf207b	
vgll4l	
waif2	
ska3	
fgf2	FGF21
fgf2	FGF17
fgf2	FGF2
grid2ipb	
inavab	
tbx2b	
lrsam1	
ndufb5	
ccdc3b	
mier3b	
zar1l	
znf217	ZNF217
rufy2	
grb2a	
rufy2	
med12	
vtg2	
cacng1a	CACNG1
vtg2	
cfhl3	
mbd1b	
cremb	
hk1	
ube2l3a	
mccc1	
mab21l3	
rasgef1ba	
eif4e2rs1	
zgc:172339	
aldh9a1a.1	
npepps	
smim19	
plk2b	
vtg5	
rxfp3.2b	
spg11	SPG11
tor2a	
mylpfa	
spg11	SPG11
tmem175	
fhdc3	
pias2	
meig1	
alcama	
etfa	ETFA
zgc:86709	
ponzr3	
smim4	
ms4a17a.1	MS4A3
ms4a17a.1	MS4A7
ms4a17a.1	MS4A13
ms4a17a.1	MS4A5
ms4a17a.1	MS4A2
ms4a17a.1	MS4A18
ms4a17a.1	MS4A15
ms4a17a.1	MS4A1
ms4a17a.1	MS4A14
ms4a17a.1	MS4A10
ms4a17a.1	MS4A6E
ms4a17a.1	MS4A6A
nkx2.3	
bnip3	BNIP3
sult4a1	SULT4A1
selenow2a	
cd2bp2	
stoml1	
zgc:77849	
eef1a1b	
igsf11	IGSF11
fam102ab	
yap1	
asmt2	
scn5lab	SCN10A
mgst1.1	
polr2c	
rsl1d1	
pvalb9	
znf609b	ZNF609
svbp	SVBP
znf609b	ZNF609
wee2	
wee2	
zgc:174260	
cox20	
wrb	
p4ha1b	
csnk1a1	
eif2b2	
ptger1c	
BX537137.1	
nr2c1	
ccdc12	
zgc:171452	GIMAP1
zgc:171452	GIMAP2
zgc:171452	GIMAP4
zgc:171452	GIMAP6
pdap1a	
cd37	
BX004889.3	
slco1f4	
zgc:113828	
pck2	
rasgrp3	
tm9sf3	
tp53bp1	TP53BP1
gabpb2b	
nasp	
cfb	
ndufb3	NDUFB3
kcnc3b	
hpdb	HPD
chek1	CHEK1
polr2k	POLR2K
zdhhc4	
ehf	
ubac2	
exoc3l1	
nsd2	
kcnh1b	AC092017.3
kcnh1b	KCNH1
kcnh1b	AL590132.1
zfpl1	ZFPL1
macrod2	MACROD2
thoc6	
hlfa	HLF
LO017815.1	NCOA7
thoc6	
eloal	
ccdc62	
cyp19a1a	
golim4a	
zgc:194202	
fancg	
ier5l	
zgc:158868	
pigv	PIGV
sult3st4	
hdac3	
casp6l2	
letm1	
uqcrq	
slc39a3	
stc1l	STC1
