Symbol,CLI,#_AUUUY,#_WUUUA,#_YUUUA,#_UUUUU,#Motifs,5UTR,3UTR,CDS,Intron,Total_Binding_Sites,Binding_Site_Bins
CDH16,,,,,,,,,,,0,No Sites
ZFP14,,,,,,,,,,,0,No Sites
NSUN4,,,,,,,,,,,0,No Sites
MRS2,,,,,,,,,,,0,No Sites
GTF2H4,,,,,,,,,,,0,No Sites
ZNF239,,,,,,,,,,,0,No Sites
SNX11,,,,,,,,,,,0,No Sites
DRD4,,,,,,,,,,,0,No Sites
SH3D19,,,,,,,,,,,0,No Sites
UBL5,,,,,,,,,,,0,No Sites
PIP5KL1,,,,,,,,,,,0,No Sites
CERKL,,,,,,,,,,,0,No Sites
PSMA8,,,,,,,,,,,0,No Sites
SH3BGRL3,,,,,,,,,,,0,No Sites
WDR63,,,,,,,,,,,0,No Sites
GLT25D2,,,,,,,,,,,0,No Sites
CCDC53,,,,,,,,,,,0,No Sites
SLC1A5,,,,,,,,,,,0,No Sites
RDBP,,,,,,,,,,,0,No Sites
RAB10,,,,,,,,,,,0,No Sites
BTN2A1,,,,,,,,,,,0,No Sites
TPMT,,,,,,,,,,,0,No Sites
ICAM3,,,,,,,,,,,0,No Sites
TMEM132A,,,,,,,,,,,0,No Sites
PCYOX1L,,,,,,,,,,,0,No Sites
CHRDL1,,,,,,,,,,,0,No Sites
TGS1,,,,,,,,,,,0,No Sites
CLIP4,,,,,,,,,,,0,No Sites
RPS5,,,,,,,,,,,0,No Sites
PIGO,,,,,,,,,,,0,No Sites
CACYBP,,,,,,,,,,,0,No Sites
BCCIP,,,,,,,,,,,0,No Sites
EBI3,,,,,,,,,,,0,No Sites
M6PR,,,,,,,,,,,0,No Sites
HAL,,,,,,,,,,,0,No Sites
CRABP1,,,,,,,,,,,0,No Sites
TSPO,,,,,,,,,,,0,No Sites
H2AFX,,,,,,,,,,,0,No Sites
BOLA3,,,,,,,,,,,0,No Sites
NDUFA4,,,,,,,,,,,0,No Sites
RPL32,,,,,,,,,,,0,No Sites
POLR1C,,,,,,,,,,,0,No Sites
RPSA,,,,,,,,,,,0,No Sites
RPS13P2,,,,,,,,,,,0,No Sites
CAT,,,,,,,,,,,0,No Sites
RNLS,,,,,,,,,,,0,No Sites
GPR89B,,,,,,,,,,,0,No Sites
NEURL2,,,,,,,,,,,0,No Sites
IRF1,,,,,,,,,,,0,No Sites
USF1,,,,,,,,,,,0,No Sites
GAPDHS,,,,,,,,,,,0,No Sites
PRSS33,,,,,,,,,,,0,No Sites
EME1,,,,,,,,,,,0,No Sites
BSPH1,,,,,,,,,,,0,No Sites
INVS,,,,,,,,,,,0,No Sites
NMU,,,,,,,,,,,0,No Sites
EXOSC2,,,,,,,,,,,0,No Sites
STOML1,,,,,,,,,,,0,No Sites
DND1,,,,,,,,,,,0,No Sites
ATP5S,,,,,,,,,,,0,No Sites
STAG3L1,,,,,,,,,,,0,No Sites
HERPUD1,,,,,,,,,,,0,No Sites
GPRASP2,,,,,,,,,,,0,No Sites
AHCY,,,,,,,,,,,0,No Sites
PMFBP1,,,,,,,,,,,0,No Sites
HNRPDL,,,,,,,,,,,0,No Sites
ITGA4,,,,,,,,,,,0,No Sites
KIAA1683,,,,,,,,,,,0,No Sites
FBXL8,,,,,,,,,,,0,No Sites
FBXO32,,,,,,,,,,,0,No Sites
DHRS2,,,,,,,,,,,0,No Sites
TRIB3,,,,,,,,,,,0,No Sites
FAM162A,,,,,,,,,,,0,No Sites
TOMM5,,,,,,,,,,,0,No Sites
RPS4X,,,,,,,,,,,0,No Sites
COQ4,,,,,,,,,,,0,No Sites
ZNF266,,,,,,,,,,,0,No Sites
ALDH7A1,,,,,,,,,,,0,No Sites
GOT1,,,,,,,,,,,0,No Sites
KIAA0831,,,,,,,,,,,0,No Sites
PSTK,,,,,,,,,,,0,No Sites
CSTF1,,,,,,,,,,,0,No Sites
SRPX,,,,,,,,,,,0,No Sites
SRR,,,,,,,,,,,0,No Sites
SH3RF2,,,,,,,,,,,0,No Sites
HSPE1,,,,,,,,,,,0,No Sites
ZNF808,,,,,,,,,,,0,No Sites
TSLP,,,,,,,,,,,0,No Sites
WDR52,,,,,,,,,,,0,No Sites
TRIM61,,,,,,,,,,,0,No Sites
NCRNA00175,,,,,,,,,,,0,No Sites
HEBP2,,,,,,,,,,,0,No Sites
SETMAR,,,,,,,,,,,0,No Sites
SPATA4,,,,,,,,,,,0,No Sites
GATAD1,,,,,,,,,,,0,No Sites
RGS16,,,,,,,,,,,0,No Sites
FIBCD1,,,,,,,,,,,0,No Sites
WNT11,,,,,,,,,,,0,No Sites
RCSD1,,,,,,,,,,,0,No Sites
CSF1R,,,,,,,,,,,0,No Sites
NIF3L1,,,,,,,,,,,0,No Sites
SWAP70,,,,,,,,,,,0,No Sites
THSD7A,,,,,,,,,,,0,No Sites
CNR2,,,,,,,,,,,0,No Sites
SLC46A2,,,,,,,,,,,0,No Sites
BCS1L,,,,,,,,,,,0,No Sites
NRG4,,,,,,,,,,,0,No Sites
TTC5,,,,,,,,,,,0,No Sites
TBRG1,,,,,,,,,,,0,No Sites
RPL26L1,,,,,,,,,,,0,No Sites
CROT,,,,,,,,,,,0,No Sites
MPV17,,,,,,,,,,,0,No Sites
KRTAP4-9,,,,,,,,,,,0,No Sites
APOA1BP,,,,,,,,,,,0,No Sites
PTCD2,,,,,,,,,,,0,No Sites
ZIK1,,,,,,,,,,,0,No Sites
ATG12,,,,,,,,,,,0,No Sites
OSMR,,,,,,,,,,,0,No Sites
GNG2,,,,,,,,,,,0,No Sites
SSR4,,,,,,,,,,,0,No Sites
COX7C,,,,,,,,,,,0,No Sites
CAPN6,,,,,,,,,,,0,No Sites
NBPF9,,,,,,,,,,,0,No Sites
NIT2,,,,,,,,,,,0,No Sites
EIF3F,,,,,,,,,,,0,No Sites
PDCD2,,,,,,,,,,,0,No Sites
TMEM182,,,,,,,,,,,0,No Sites
EAF2,,,,,,,,,,,0,No Sites
EFHD1,,,,,,,,,,,0,No Sites
FASTKD2,,,,,,,,,,,0,No Sites
NPL,,,,,,,,,,,0,No Sites
IRX5,,,,,,,,,,,0,No Sites
TMEM186,,,,,,,,,,,0,No Sites
PRPF38B,,,,,,,,,,,0,No Sites
EIF1AD,,,,,,,,,,,0,No Sites
MNX1,,,,,,,,,,,0,No Sites
ZNF691,,,,,,,,,,,0,No Sites
ARMC10,,,,,,,,,,,0,No Sites
EFNB1,,,,,,,,,,,0,No Sites
ZNF610,,,,,,,,,,,0,No Sites
CTSL2,,,,,,,,,,,0,No Sites
GADD45A,,,,,,,,,,,0,No Sites
FBXO16,,,,,,,,,,,0,No Sites
PTTG1,,,,,,,,,,,0,No Sites
TMEM59L,,,,,,,,,,,0,No Sites
AGXT2L1,,,,,,,,,,,0,No Sites
SUV39H1,,,,,,,,,,,0,No Sites
CCDC144A,,,,,,,,,,,0,No Sites
RGPD5,,,,,,,,,,,0,No Sites
BAMBI,,,,,,,,,,,0,No Sites
TMSB10,,,,,,,,,,,0,No Sites
POLR2G,,,,,,,,,,,0,No Sites
HINT1,,,,,,,,,,,0,No Sites
CCNG1,,,,,,,,,,,0,No Sites
ATPIF1,,,,,,,,,,,0,No Sites
FANCE,,,,,,,,,,,0,No Sites
ZBP1,,,,,,,,,,,0,No Sites
NR1H4,,,,,,,,,,,0,No Sites
ARPC1A,,,,,,,,,,,0,No Sites
TUBA1C,,,,,,,,,,,0,No Sites
FAM154B,,,,,,,,,,,0,No Sites
PCBD2,,,,,,,,,,,0,No Sites
KLHDC9,,,,,,,,,,,0,No Sites
CD79A,,,,,,,,,,,0,No Sites
FASTK,,,,,,,,,,,0,No Sites
NDUFS5,,,,,,,,,,,0,No Sites
DACT1,,,,,,,,,,,0,No Sites
GTF2H2C,,,,,,,,,,,0,No Sites
SPAG8,,,,,,,,,,,0,No Sites
ERI1,,,,,,,,,,,0,No Sites
CPSF3,,,,,,,,,,,0,No Sites
ZFP112,,,,,,,,,,,0,No Sites
MAL,,,,,,,,,,,0,No Sites
ARL16,,,,,,,,,,,0,No Sites
METTL2B,,,,,,,,,,,0,No Sites
UFC1,,,,,,,,,,,0,No Sites
FAR2,,,,,,,,,,,0,No Sites
CATSPER3,,,,,,,,,,,0,No Sites
MEF2C,,,,,,,,,,,0,No Sites
BARHL2,,,,,,,,,,,0,No Sites
BEND6,,,,,,,,,,,0,No Sites
HRASLS,,,,,,,,,,,0,No Sites
ZNF395,,,,,,,,,,,0,No Sites
CA5B,,,,,,,,,,,0,No Sites
CSRP2,,,,,,,,,,,0,No Sites
PCK2,,,,,,,,,,,0,No Sites
SGK2,,,,,,,,,,,0,No Sites
PREB,,,,,,,,,,,0,No Sites
ENPP5,,,,,,,,,,,0,No Sites
OR12D3,,,,,,,,,,,0,No Sites
LRRC34,,,,,,,,,,,0,No Sites
C2,,,,,,,,,,,0,No Sites
STK19,,,,,,,,,,,0,No Sites
DYNLL2,,,,,,,,,,,0,No Sites
TRIM56,,,,,,,,,,,0,No Sites
CKS1B,,,,,,,,,,,0,No Sites
ZCRB1,,,,,,,,,,,0,No Sites
RPGR,,,,,,,,,,,0,No Sites
BZW2,,,,,,,,,,,0,No Sites
CCDC111,,,,,,,,,,,0,No Sites
OXSM,,,,,,,,,,,0,No Sites
AP3B2,,,,,,,,,,,0,No Sites
CYP4V2,,,,,,,,,,,0,No Sites
GPATCH4,,,,,,,,,,,0,No Sites
BMX,,,,,,,,,,,0,No Sites
POP5,,,,,,,,,,,0,No Sites
RPL30,,,,,,,,,,,0,No Sites
SNX12,,,,,,,,,,,0,No Sites
SERF1A,,,,,,,,,,,0,No Sites
SLC2A11,,,,,,,,,,,0,No Sites
RPS27,,,,,,,,,,,0,No Sites
PIGP,,,,,,,,,,,0,No Sites
ZNF582,,,,,,,,,,,0,No Sites
CEACAM19,,,,,,,,,,,0,No Sites
TTLL3,,,,,,,,,,,0,No Sites
SNX7,,,,,,,,,,,0,No Sites
ATP5SL,,,,,,,,,,,0,No Sites
SLC35A1,,,,,,,,,,,0,No Sites
UBXN8,,,,,,,,,,,0,No Sites
CLIC2,,,,,,,,,,,0,No Sites
CAPRIN2,,,,,,,,,,,0,No Sites
CYP4X1,,,,,,,,,,,0,No Sites
NQO1,,,,,,,,,,,0,No Sites
CDC20,,,,,,,,,,,0,No Sites
RGPD6,,,,,,,,,,,0,No Sites
SULT1C4,,,,,,,,,,,0,No Sites
GIPC2,,,,,,,,,,,0,No Sites
BOLA1,,,,,,,,,,,0,No Sites
TRPA1,,,,,,,,,,,0,No Sites
THNSL2,,,,,,,,,,,0,No Sites
FAM72D,,,,,,,,,,,0,No Sites
RGPD1,,,,,,,,,,,0,No Sites
TPRKB,,,,,,,,,,,0,No Sites
FOXB1,,,,,,,,,,,0,No Sites
ATP10D,,,,,,,,,,,0,No Sites
TRIM77,,,,,,,,,,,0,No Sites
KLRC3,,,,,,,,,,,0,No Sites
AGA,,,,,,,,,,,0,No Sites
ARID3C,,,,,,,,,,,0,No Sites
DPH5,,,,,,,,,,,0,No Sites
TPRXL,,,,,,,,,,,0,No Sites
RPA3,,,,,,,,,,,0,No Sites
PFDN6,,,,,,,,,,,0,No Sites
BHLHE40,,,,,,,,,,,0,No Sites
KIAA1107,,,,,,,,,,,0,No Sites
PCTK1,,,,,,,,,,,0,No Sites
TIMM8B,,,,,,,,,,,0,No Sites
ANKRD36B,,,,,,,,,,,0,No Sites
MRPL24,,,,,,,,,,,0,No Sites
DFNB59,,,,,,,,,,,0,No Sites
TMEM144,,,,,,,,,,,0,No Sites
GTF2H2,,,,,,,,,,,0,No Sites
ZSCAN20,,,,,,,,,,,0,No Sites
EHHADH,,,,,,,,,,,0,No Sites
S100A13,,,,,,,,,,,0,No Sites
SLC33A1,,,,,,,,,,,0,No Sites
BHLHE41,,,,,,,,,,,0,No Sites
ZNF546,,,,,,,,,,,0,No Sites
DUS4L,,,,,,,,,,,0,No Sites
PLEKHA9,,,,,,,,,,,0,No Sites
SMN1,,,,,,,,,,,0,No Sites
RFX6,,,,,,,,,,,0,No Sites
B3GALT6,,,,,,,,,,,0,No Sites
ACTRT2,,,,,,,,,,,0,No Sites
TPRG1L,,,,,,,,,,,0,No Sites
HES3,,,,,,,,,,,0,No Sites
ANGPTL7,,,,,,,,,,,0,No Sites
FBXO44,,,,,,,,,,,0,No Sites
AADACL4,,,,,,,,,,,0,No Sites
TMEM82,,,,,,,,,,,0,No Sites
KLHDC7A,,,,,,,,,,,0,No Sites
NBL1,,,,,,,,,,,0,No Sites
PLA2G2F,,,,,,,,,,,0,No Sites
FAM43B,,,,,,,,,,,0,No Sites
C1QA,,,,,,,,,,,0,No Sites
C1QC,,,,,,,,,,,0,No Sites
C1QB,,,,,,,,,,,0,No Sites
MDS2,,,,,,,,,,,0,No Sites
LDLRAP1,,,,,,,,,,,0,No Sites
EXTL1,,,,,,,,,,,0,No Sites
GRRP1,,,,,,,,,,,0,No Sites
ZNF593,,,,,,,,,,,0,No Sites
CATSPER4,,,,,,,,,,,0,No Sites
DHDDS,,,,,,,,,,,0,No Sites
SFN,,,,,,,,,,,0,No Sites
MED18,,,,,,,,,,,0,No Sites
IQCC,,,,,,,,,,,0,No Sites
TSSK3,,,,,,,,,,,0,No Sites
ZNF643,,,,,,,,,,,0,No Sites
ZNF642,,,,,,,,,,,0,No Sites
PPCS,,,,,,,,,,,0,No Sites
FAM183A,,,,,,,,,,,0,No Sites
WDR65,,,,,,,,,,,0,No Sites
ATP6V0B,,,,,,,,,,,0,No Sites
B4GALT2,,,,,,,,,,,0,No Sites
DMBX1,,,,,,,,,,,0,No Sites
FOXE3,,,,,,,,,,,0,No Sites
FOXD2,,,,,,,,,,,0,No Sites
CPT2,,,,,,,,,,,0,No Sites
DMRTB1,,,,,,,,,,,0,No Sites
TTC4,,,,,,,,,,,0,No Sites
FOXD3,,,,,,,,,,,0,No Sites
CLCA2,,,,,,,,,,,0,No Sites
BTBD8,,,,,,,,,,,0,No Sites
GPR88,,,,,,,,,,,0,No Sites
S1PR1,,,,,,,,,,,0,No Sites
CSF1,,,,,,,,,,,0,No Sites
UBL4B,,,,,,,,,,,0,No Sites
PROK1,,,,,,,,,,,0,No Sites
HSD3B1,,,,,,,,,,,0,No Sites
PEX11B,,,,,,,,,,,0,No Sites
GJA8,,,,,,,,,,,0,No Sites
NBPF16,,,,,,,,,,,0,No Sites
ANXA9,,,,,,,,,,,0,No Sites
LCE5A,,,,,,,,,,,0,No Sites
LCE3B,,,,,,,,,,,0,No Sites
LCE2A,,,,,,,,,,,0,No Sites
KPRP,,,,,,,,,,,0,No Sites
LCE1E,,,,,,,,,,,0,No Sites
IVL,,,,,,,,,,,0,No Sites
SPRR4,,,,,,,,,,,0,No Sites
LOR,,,,,,,,,,,0,No Sites
S100A9,,,,,,,,,,,0,No Sites
CHRNB2,,,,,,,,,,,0,No Sites
FLAD1,,,,,,,,,,,0,No Sites
LENEP,,,,,,,,,,,0,No Sites
DCST1,,,,,,,,,,,0,No Sites
EFNA4,,,,,,,,,,,0,No Sites
TRIM46,,,,,,,,,,,0,No Sites
MTX1,,,,,,,,,,,0,No Sites
RXFP4,,,,,,,,,,,0,No Sites
CADM3,,,,,,,,,,,0,No Sites
HSPA6,,,,,,,,,,,0,No Sites
RGS4,,,,,,,,,,,0,No Sites
GPR52,,,,,,,,,,,0,No Sites
IER5,,,,,,,,,,,0,No Sites
GPR25,,,,,,,,,,,0,No Sites
GPR37L1,,,,,,,,,,,0,No Sites
FAM71A,,,,,,,,,,,0,No Sites
MIXL1,,,,,,,,,,,0,No Sites
MPN2,,,,,,,,,,,0,No Sites
HIST3H2BB,,,,,,,,,,,0,No Sites
KIAA1383,,,,,,,,,,,0,No Sites
PEX10,,,,,,,,,,,0,No Sites
HES5,,,,,,,,,,,0,No Sites
KLHL21,,,,,,,,,,,0,No Sites
SLC2A7,,,,,,,,,,,0,No Sites
GPR157,,,,,,,,,,,0,No Sites
MAD2L2,,,,,,,,,,,0,No Sites
HNRNPCL1,,,,,,,,,,,0,No Sites
PRAMEF10,,,,,,,,,,,0,No Sites
AGMAT,,,,,,,,,,,0,No Sites
RNF186,,,,,,,,,,,0,No Sites
PLA2G2E,,,,,,,,,,,0,No Sites
PLA2G2D,,,,,,,,,,,0,No Sites
KIF17,,,,,,,,,,,0,No Sites
RUNX3,,,,,,,,,,,0,No Sites
PAQR7,,,,,,,,,,,0,No Sites
NR0B2,,,,,,,,,,,0,No Sites
FAM46B,,,,,,,,,,,0,No Sites
FCN3,,,,,,,,,,,0,No Sites
CD164L2,,,,,,,,,,,0,No Sites
IFI6,,,,,,,,,,,0,No Sites
SYNC,,,,,,,,,,,0,No Sites
POU3F1,,,,,,,,,,,0,No Sites
OXCT2,,,,,,,,,,,0,No Sites
MYCL1,,,,,,,,,,,0,No Sites
RIMS3,,,,,,,,,,,0,No Sites
LDLRAD1,,,,,,,,,,,0,No Sites
PARS2,,,,,,,,,,,0,No Sites
TACSTD2,,,,,,,,,,,0,No Sites
JUN,,,,,,,,,,,0,No Sites
DIRAS3,,,,,,,,,,,0,No Sites
GFI1,,,,,,,,,,,0,No Sites
AMIGO1,,,,,,,,,,,0,No Sites
KCNA10,,,,,,,,,,,0,No Sites
KCNA3,,,,,,,,,,,0,No Sites
OVGP1,,,,,,,,,,,0,No Sites
NHLH2,,,,,,,,,,,0,No Sites
NBPF14,,,,,,,,,,,0,No Sites
HIST2H2AA3,,,,,,,,,,,0,No Sites
HIST2H2BE,,,,,,,,,,,0,No Sites
HIST2H2AB,,,,,,,,,,,0,No Sites
SV2A,,,,,,,,,,,0,No Sites
S100A11,,,,,,,,,,,0,No Sites
TCHHL1,,,,,,,,,,,0,No Sites
TCHH,,,,,,,,,,,0,No Sites
FLG,,,,,,,,,,,0,No Sites
LCE3A,,,,,,,,,,,0,No Sites
S100A8,,,,,,,,,,,0,No Sites
SHE,,,,,,,,,,,0,No Sites
PMVK,,,,,,,,,,,0,No Sites
PYGO2,,,,,,,,,,,0,No Sites
DCST2,,,,,,,,,,,0,No Sites
DPM3,,,,,,,,,,,0,No Sites
PKLR,,,,,,,,,,,0,No Sites
CRABP2,,,,,,,,,,,0,No Sites
FCRL4,,,,,,,,,,,0,No Sites
SLAMF9,,,,,,,,,,,0,No Sites
CD48,,,,,,,,,,,0,No Sites
ITLN2,,,,,,,,,,,0,No Sites
FCGR3A,,,,,,,,,,,0,No Sites
FAM78B,,,,,,,,,,,0,No Sites
ILDR2,,,,,,,,,,,0,No Sites
ANKRD36BL1,,,,,,,,,,,0,No Sites
PIGC,,,,,,,,,,,0,No Sites
NPHS2,,,,,,,,,,,0,No Sites
PTGS2,,,,,,,,,,,0,No Sites
GLRX2,,,,,,,,,,,0,No Sites
PHLDA3,,,,,,,,,,,0,No Sites
SYT2,,,,,,,,,,,0,No Sites
MYOG,,,,,,,,,,,0,No Sites
KISS1,,,,,,,,,,,0,No Sites
RAB7L1,,,,,,,,,,,0,No Sites
TRIM17,,,,,,,,,,,0,No Sites
HIST3H2A,,,,,,,,,,,0,No Sites
OR2T12,,,,,,,,,,,0,No Sites
SOX11,,,,,,,,,,,0,No Sites
RSAD2,,,,,,,,,,,0,No Sites
RNF144A,,,,,,,,,,,0,No Sites
MYCN,,,,,,,,,,,0,No Sites
KCNS3,,,,,,,,,,,0,No Sites
CENPA,,,,,,,,,,,0,No Sites
TCF23,,,,,,,,,,,0,No Sites
YPEL5,,,,,,,,,,,0,No Sites
PROKR1,,,,,,,,,,,0,No Sites
SPR,,,,,,,,,,,0,No Sites
WBP1,,,,,,,,,,,0,No Sites
MRPL35,,,,,,,,,,,0,No Sites
TRIM43,,,,,,,,,,,0,No Sites
FER1L5,,,,,,,,,,,0,No Sites
LIPT1,,,,,,,,,,,0,No Sites
PDCL3,,,,,,,,,,,0,No Sites
POU3F3,,,,,,,,,,,0,No Sites
GPR45,,,,,,,,,,,0,No Sites
LIMS3,,,,,,,,,,,0,No Sites
IL1F6,,,,,,,,,,,0,No Sites
TMEM177,,,,,,,,,,,0,No Sites
INHBB,,,,,,,,,,,0,No Sites
SFT2D3,,,,,,,,,,,0,No Sites
GPR148,,,,,,,,,,,0,No Sites
FAM123C,,,,,,,,,,,0,No Sites
POTEE,,,,,,,,,,,0,No Sites
LYPD6,,,,,,,,,,,0,No Sites
UPP2,,,,,,,,,,,0,No Sites
SLC4A10,,,,,,,,,,,0,No Sites
G6PC2,,,,,,,,,,,0,No Sites
SP5,,,,,,,,,,,0,No Sites
CYBRD1,,,,,,,,,,,0,No Sites
ITGA6,,,,,,,,,,,0,No Sites
SP9,,,,,,,,,,,0,No Sites
HOXD11,,,,,,,,,,,0,No Sites
HOXD10,,,,,,,,,,,0,No Sites
HOXD9,,,,,,,,,,,0,No Sites
HOXD8,,,,,,,,,,,0,No Sites
HOXD4,,,,,,,,,,,0,No Sites
HOXD1,,,,,,,,,,,0,No Sites
FSIP2,,,,,,,,,,,0,No Sites
COL3A1,,,,,,,,,,,0,No Sites
NDUFB3,,,,,,,,,,,0,No Sites
FZD7,,,,,,,,,,,0,No Sites
TMEM169,,,,,,,,,,,0,No Sites
GPBAR1,,,,,,,,,,,0,No Sites
CDK5R2,,,,,,,,,,,0,No Sites
CCDC140,,,,,,,,,,,0,No Sites
MOGAT1,,,,,,,,,,,0,No Sites
KCNE4,,,,,,,,,,,0,No Sites
ALPP,,,,,,,,,,,0,No Sites
ALPPL2,,,,,,,,,,,0,No Sites
NEU2,,,,,,,,,,,0,No Sites
PRLH,,,,,,,,,,,0,No Sites
SCLY,,,,,,,,,,,0,No Sites
CMPK2,,,,,,,,,,,0,No Sites
OXER1,,,,,,,,,,,0,No Sites
TSPYL6,,,,,,,,,,,0,No Sites
FBXO48,,,,,,,,,,,0,No Sites
ASPRV1,,,,,,,,,,,0,No Sites
MRPL53,,,,,,,,,,,0,No Sites
TMEM150A,,,,,,,,,,,0,No Sites
ADRA2B,,,,,,,,,,,0,No Sites
MALL,,,,,,,,,,,0,No Sites
TUBA3E,,,,,,,,,,,0,No Sites
RBM43,,,,,,,,,,,0,No Sites
SCN3A,,,,,,,,,,,0,No Sites
TTC30B,,,,,,,,,,,0,No Sites
CCDC141,,,,,,,,,,,0,No Sites
DIRC1,,,,,,,,,,,0,No Sites
WDR12,,,,,,,,,,,0,No Sites
CRYGC,,,,,,,,,,,0,No Sites
4-Mar,,,,,,,,,,,0,No Sites
NHEJ1,,,,,,,,,,,0,No Sites
CHPF,,,,,,,,,,,0,No Sites
DNER,,,,,,,,,,,0,No Sites
TIGD1,,,,,,,,,,,0,No Sites
HES6,,,,,,,,,,,0,No Sites
LMCD1,,,,,,,,,,,0,No Sites
SLC6A11,,,,,,,,,,,0,No Sites
FBLN2,,,,,,,,,,,0,No Sites
ZNF860,,,,,,,,,,,0,No Sites
SLC22A13,,,,,,,,,,,0,No Sites
MOBP,,,,,,,,,,,0,No Sites
ZNF662,,,,,,,,,,,0,No Sites
ZNF167,,,,,,,,,,,0,No Sites
TMEM42,,,,,,,,,,,0,No Sites
CLEC3B,,,,,,,,,,,0,No Sites
TMIE,,,,,,,,,,,0,No Sites
CAMP,,,,,,,,,,,0,No Sites
KLHDC8B,,,,,,,,,,,0,No Sites
GPR62,,,,,,,,,,,0,No Sites
FAM172B,,,,,,,,,,,0,No Sites
RG9MTD1,,,,,,,,,,,0,No Sites
PLCXD2,,,,,,,,,,,0,No Sites
CD200,,,,,,,,,,,0,No Sites
UPK1B,,,,,,,,,,,0,No Sites
KTELC1,,,,,,,,,,,0,No Sites
SLC15A2,,,,,,,,,,,0,No Sites
CASR,,,,,,,,,,,0,No Sites
NUDT16,,,,,,,,,,,0,No Sites
SOX14,,,,,,,,,,,0,No Sites
CHST2,,,,,,,,,,,0,No Sites
CPA3,,,,,,,,,,,0,No Sites
P2RY1,,,,,,,,,,,0,No Sites
SCHIP1,,,,,,,,,,,0,No Sites
IL12A,,,,,,,,,,,0,No Sites
KRT8P12,,,,,,,,,,,0,No Sites
ABCF3,,,,,,,,,,,0,No Sites
VWA5B2,,,,,,,,,,,0,No Sites
ECE2,,,,,,,,,,,0,No Sites
PSMD2,,,,,,,,,,,0,No Sites
EIF4G1,,,,,,,,,,,0,No Sites
FAM131A,,,,,,,,,,,0,No Sites
CHRD,,,,,,,,,,,0,No Sites
EPHB3,,,,,,,,,,,0,No Sites
RTP1,,,,,,,,,,,0,No Sites
FAM43A,,,,,,,,,,,0,No Sites
SDHALP2,,,,,,,,,,,0,No Sites
MUC20,,,,,,,,,,,0,No Sites
LRRC33,,,,,,,,,,,0,No Sites
IL5RA,,,,,,,,,,,0,No Sites
CIDEC,,,,,,,,,,,0,No Sites
PRRT3,,,,,,,,,,,0,No Sites
TIMP4,,,,,,,,,,,0,No Sites
DPH3,,,,,,,,,,,0,No Sites
DAZL,,,,,,,,,,,0,No Sites
XIRP1,,,,,,,,,,,0,No Sites
LYZL4,,,,,,,,,,,0,No Sites
CCR1,,,,,,,,,,,0,No Sites
TESSP5,,,,,,,,,,,0,No Sites
NME6,,,,,,,,,,,0,No Sites
TMEM89,,,,,,,,,,,0,No Sites
CCDC71,,,,,,,,,,,0,No Sites
AMIGO3,,,,,,,,,,,0,No Sites
CDH29,,,,,,,,,,,0,No Sites
HYAL3,,,,,,,,,,,0,No Sites
HYAL1,,,,,,,,,,,0,No Sites
TUSC2,,,,,,,,,,,0,No Sites
PCBP4,,,,,,,,,,,0,No Sites
TLR9,,,,,,,,,,,0,No Sites
TWF2,,,,,,,,,,,0,No Sites
SEMA3G,,,,,,,,,,,0,No Sites
TNNC1,,,,,,,,,,,0,No Sites
MUSTN1,,,,,,,,,,,0,No Sites
FEZF2,,,,,,,,,,,0,No Sites
EIF4E3,,,,,,,,,,,0,No Sites
PROS1,,,,,,,,,,,0,No Sites
DHFRL1,,,,,,,,,,,0,No Sites
ZBED2,,,,,,,,,,,0,No Sites
SLC9A10,,,,,,,,,,,0,No Sites
COX17,,,,,,,,,,,0,No Sites
ILDR1,,,,,,,,,,,0,No Sites
ROPN1,,,,,,,,,,,0,No Sites
MUC13,,,,,,,,,,,0,No Sites
KIAA1257,,,,,,,,,,,0,No Sites
ISY1,,,,,,,,,,,0,No Sites
FOXL2,,,,,,,,,,,0,No Sites
GPR87,,,,,,,,,,,0,No Sites
SLITRK3,,,,,,,,,,,0,No Sites
ZBBX,,,,,,,,,,,0,No Sites
MAGEF1,,,,,,,,,,,0,No Sites
LIPH,,,,,,,,,,,0,No Sites
CPN2,,,,,,,,,,,0,No Sites
GP5,,,,,,,,,,,0,No Sites
BDH1,,,,,,,,,,,0,No Sites
CRIPAK,,,,,,,,,,,0,No Sites
ADRA2C,,,,,,,,,,,0,No Sites
CNO,,,,,,,,,,,0,No Sites
GPR78,,,,,,,,,,,0,No Sites
DRD5,,,,,,,,,,,0,No Sites
BST1,,,,,,,,,,,0,No Sites
MED28,,,,,,,,,,,0,No Sites
SOD3,,,,,,,,,,,0,No Sites
SHISA3,,,,,,,,,,,0,No Sites
SLC10A4,,,,,,,,,,,0,No Sites
GSX2,,,,,,,,,,,0,No Sites
MUC7,,,,,,,,,,,0,No Sites
PPBPL1,,,,,,,,,,,0,No Sites
AREG,,,,,,,,,,,0,No Sites
TIGD2,,,,,,,,,,,0,No Sites
ATOH1,,,,,,,,,,,0,No Sites
POU4F2,,,,,,,,,,,0,No Sites
FHDC1,,,,,,,,,,,0,No Sites
NPY2R,,,,,,,,,,,0,No Sites
TLR3,,,,,,,,,,,0,No Sites
SLC26A1,,,,,,,,,,,0,No Sites
OTOP1,,,,,,,,,,,0,No Sites
MRFAP1L1,,,,,,,,,,,0,No Sites
PSAPL1,,,,,,,,,,,0,No Sites
